19701,0,,,,
19702,0,,,,
19703,0,,,,
19706,0,,,,
19707,0,,,,
19708,0,,,,
19709,0,,,,
19710,0,,,,
19711,0,,,,
19712,0,,,,
19713,0,,,,
19714,0,,,,
19715,0,,,,
19716,0,,,,
19717,0,,,,
19718,0,,,,
19720,0,,,,
19721,0,,,,
19725,0,,,,
19726,0,,,,
19730,0,,,,
19731,0,,,,
19732,0,,,,
19733,0,,,,
19734,0,,,,
19735,0,,,,
19736,0,,,,
19801,0,,,,
19802,0,,,,
19803,0,,,,
19804,0,,,,
19805,0,,,,
19806,0,,,,
19807,0,,,,
19808,0,,,,
19809,0,,,,
19810,0,,,,
19850,0,,,,
19880,0,,,,
19884,0,,,,
19885,0,,,,
19886,0,,,,
19890,0,,,,
19891,0,,,,
19892,0,,,,
19893,0,,,,
19894,0,,,,
19895,0,,,,
19896,0,,,,
19897,0,,,,
19898,0,,,,
19899,0,,,,
19901,0,,,,
19902,0,,,,
19903,0,,,,
19904,0,,,,
19905,0,,,,
19906,0,,,,
19930,0,,,,
19931,0,,,,
19933,0,,,,
19934,0,,,,
19936,0,,,,
19938,0,,,,
19939,0,,,,
19940,0,,,,
19941,0,,,,
19943,0,,,,
19944,0,,,,
19945,0,,,,
19946,0,,,,
19947,0,,,,
19950,0,,,,
19951,0,,,,
19952,0,,,,
19953,0,,,,
19954,0,,,,
19955,0,,,,
19956,0,,,,
19958,0,,,,
19960,0,,,,
19961,0,,,,
19962,0,,,,
19963,0,,,,
19964,0,,,,
19966,0,,,,
19967,0,,,,
19968,0,,,,
19969,0,,,,
19970,0,,,,
19971,0,,,,
19973,0,,,,
19975,0,,,,
19977,0,,,,
19979,0,,,,
19980,0,,,,
ZipCode,EstimatedCombinedRate,,,,
